id,comment,pagination-url
1617731113-8535,"chỗ ở quá dơ, tiện nghi thì quá tệ. Ở được 2 tiềng, phải bỏ chạy tìm chỗ khác. Thật Kinh Khủng",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=525;rows=25
1617731066-7966,Thang máy quá tệ,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=150;rows=25
1617731085-8199,"Hơi hôi, thiếu sáng, cơ sở vật chất hơi cũ",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=300;rows=25
1617731076-8069,"Gần biển, bãi sau. Nhiều cửa hàng và tiện ích xung quanh. Thuận tiện đi lại",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=225;rows=25
1617731100-8406,Cô chủ thân thiện phòng sạch sẽ,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=425;rows=25
1617731079-8108,"Nhân viên ks nhiệt tình, dễ thương !",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=250;rows=25
1617731085-8191,Trừ sàn lau chưa sạch tất cả mọi thứa đều tốt,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=300;rows=25
1617731132-8776,"Mùi hôi  trong phòng , lễ tân ca tối mùi rượu nồng nặc. Nhạc mở lớn, trong phòng vẫn nghe thấy",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=675;rows=25
1617731066-7939,Không có máy sấy,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=150;rows=25
1617731094-8316,"địa điểm gần biển, dễ đi lại",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=375;rows=25
1617731063-7905,"Tủ lạnh không được dọn sạch, còn sót lại đồ thừa của khách trước đó bốc mùi thật kinh. 
Wifi chập chờn dù full, có lẽ do đứt cáp fpt.",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=125;rows=25
1617731088-8247,Tất cả đều thích,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=325;rows=25
1617731116-8579,"Phòng dơ, toilet co mùi hôi, phòng không thoáng mát, ngột ngạt . Dặc biệt mở tủ lạnh la ói luôn dĩa cơm vừa ăn",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=550;rows=25
1617731113-8547,"Chủ rất vui vẻ nhiệt tình 
Phòng sạch
Vị trí gần biển 
Sẽ quay lại đây nếu có dịp",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=525;rows=25
1617731066-7942,Chị chủ và bác bảo vệ rất thân thiện và nhiệt tình. Phòng sạch sẽ. Tiện nghi.Hẹn sẽ quay lại lần sau.,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=150;rows=25
1617731063-7898,thang máy quá cũ @@,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=125;rows=25
1617731100-8405,"Phòng sách sẽ. Nhà tắm, vệ sinh tệ. Nên thay thế tất cả thiết bị trọng phòng vì đã củ hoặc đã hư.",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=425;rows=25
1617731066-7938,Phòng tắm đẹp,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=150;rows=25
1617731050-7765,"thiết bị nhà vệ sinh hơi cũ, kém",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=25;rows=25
1617731082-8175,"Vew ko đẹp ,ban công cũng thế",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=275;rows=25
1617731070-7988,"Phòng sạch, cách âm tốt, nhân viên phục vụ tốt, được nướng đồ ăn trên sân thượng",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=175;rows=25
1617731079-8137,"Lúc nhận phòng thì chưa dọn phòng trước, nước hơi yếu, wifi dùng được chứ không nhanh, máy lạnh bị chảy nước giữa đêm",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=250;rows=25
1617731113-8556,"Lúc đặt phòng trên booking thì có ban công, Có hiên và tầm nhìn bên ngoài nhưng khi nhận phòng lại không phải vậy",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=525;rows=25
1617731110-8522,Tủ quần áo còn nhiều bụi,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=500;rows=25
1617731070-8012,"Có một chút khó khăn khi nhận phòng, tôi đặt phòng hai giường, bốn người, 2 người lớn 2 trẻ em, khi nhận phòng thì tiếp Tân nói giá trên chỉ dành cho 2 người, nếu là 4 người lớn phải phụ thu, vì Tôi đi 2 người lớn và 2 trẻ em nên không tính thêm, phải chờ xác nhận lại với chủ, vì đã đặt qua mạng số người cũng không thay đổi, nhưng phải đợi..., phòng tôi đặt có bồn tắm, phòng nhận thì không, chậu rữa tay lượt rác bị hư, nếu   Không để Ý tuýp kem đánh răng của khách sạn rơi xuống không thể lấy lên được làm nghẹt thoát nước, cửa nhà vệ sịnh bị mục, vì một đêm 6Usd quá rẻ so với chất lượng phòng, hy vọng quản lý sẽ sữa chữa.",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=175;rows=25
1617731113-8543,Vị trí rất tốt thích hợp việc dạo biển đêm,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=525;rows=25
1617731066-7932,Nhân viên thân thiện,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=150;rows=25
1617731063-7902,Thang máy hơi xuống cấp.,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=125;rows=25
1617731073-8020,Tu do,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=200;rows=25
1617731050-7740,"giá rẻ, và sự nhiệt tình của nhân viên",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=25;rows=25
1617731097-8374,Đặt phòng ko có . Đổi tới đổi lui . Chủ đưa 1 giá tới về lại giá khác,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=400;rows=25
1617731113-8551,Phòng ko đc dọn dẹp mỗi ngày,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=525;rows=25
1617731119-8638,"Nhà tắm có bồn tắm
Phòng rộng rãi thoáng mát
Nếu có smart TV sẽ thú vị hơn
Miễn phí 2 nước suối rất tốt",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=575;rows=25
1617731110-8510,"Giâ cả, bãi xe rộng",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=500;rows=25
1617731050-7773,Địa điểm gần bãi tắm!,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=25;rows=25
1617731085-8222,"Ngoài 1 nhân viên đó ra tất cả đều ok cả. 
Nhân viên thân thiện. Luôn cố gắng làm vừa lòng khách hàng.
Làm cho khách cảm thấy như ở nhà!",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=300;rows=25
1617731076-8082,"Phòng có mùi ẩm mốc, mở quạt và điều hòa vẫn k bớt mùi, mình ở 2 ngày 1 đêm mà bị nghẹt mũi vì phòng ẩm hít thở k nổi.",https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=225;rows=25
1617731085-8213,Máy lạnh và máy hút gây ra âm thanh hơi lạ.,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=300;rows=25
1617731129-8737,Tủ lạnh bị hư,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=650;rows=25
1617731050-7764,Đã đặt trước cho dù tại thời điểm nhận phòng đã hết nhưng vẫn bố trí phòng khác thay thế,https://www.booking.com/reviewlist.vi.html?aid=304142;label=gen173rf-1FCAEoggI46AdIKlgDaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBogIXZmFzdC5hY2Nlc3N0cmFkZS5jb20udm6oAgO4AunosYMGwAIB0gIkOTUwOTg3ZTYtN2EwOC00OWU0LWI0ZjgtYzAyNTg4OWRmYTJk2AIF4AIB;sid=9a58fdc42f8446fc8f86a82d57cda8d8;cc1=vn;dist=1;pagename=bich-phung-vung-tau;r_lang=vi;srpvid=b924684c0bc2002c;type=total&;offset=25;rows=25
